SYMBOL,Geneid,,,,,,,,,,,
CACHD1,ENSG00000158966,,,,,,,,,,,
RAVER2,ENSG00000162437,,,,,,,,,,,
TCTEX1D1,ENSG00000152760,,,,,,,,,,,
PRKACB,ENSG00000142875,,,,,,,,,,,
CTBS,ENSG00000117151,,,,,,,,,,,
LPAR3,ENSG00000171517,,,,,,,,,,,
MCOLN2,ENSG00000153898,,,,,,,,,,,
DDAH1,ENSG00000153904,,,,,,,,,,,
SH3GLB1,ENSG00000097033,,,,,,,,,,,
ZNF644,ENSG00000122482,,,,,,,,,,,
CDC7,ENSG00000097046,,,,,,,,,,,
PTBP2,ENSG00000117569,,,,,,,,,,,
PLPPR4,ENSG00000117600,,,,,,,,,,,
EXTL2,ENSG00000162694,,,,,,,,,,,
S1PR1,ENSG00000170989,,,,,,,,,,,
ATXN7L2,ENSG00000162650,,,,,,,,,,,
AMPD2,ENSG00000116337,,,,,,,,,,,
GSTM3,ENSG00000134202,,,,,,,,,,,
KCNA3,ENSG00000177272,,,,,,,,,,,
INKA2,ENSG00000197852,,,,,,,,,,,
PPM1J,ENSG00000155367,,,,,,,,,,,
SLC16A1,ENSG00000155380,,,,,,,,,,,
OLFML3,ENSG00000116774,,,,,,,,,,,
SYT6,ENSG00000134207,,,,,,,,,,,
TSPAN2,ENSG00000134198,,,,,,,,,,,
NHLH2,ENSG00000177551,,,,,,,,,,,
TRIM45,ENSG00000134253,,,,,,,,,,,
PHGDH,ENSG00000092621,,,,,,,,,,,
NOTCH2,ENSG00000134250,,,,,,,,,,,
PIAS3,ENSG00000131788,,,,,,,,,,,
ANKRD35,ENSG00000198483,,,,,,,,,,,
TXNIP,ENSG00000265972,,,,,,,,,,,
SV2A,ENSG00000159164,,,,,,,,,,,
MTMR11,ENSG00000014914,,,,,,,,,,,
PLEKHO1,ENSG00000023902,,,,,,,,,,,
CA14,ENSG00000118298,,,,,,,,,,,
C1orf54,ENSG00000118292,,,,,,,,,,,
CIART,ENSG00000159208,,,,,,,,,,,
CERS2,ENSG00000143418,,,,,,,,,,,
ANXA9,ENSG00000143412,,,,,,,,,,,
MINDY1,ENSG00000143409,,,,,,,,,,,
BNIPL,ENSG00000163141,,,,,,,,,,,
MLLT11,ENSG00000213190,,,,,,,,,,,
SEMA6C,ENSG00000143434,,,,,,,,,,,
ZNF687,ENSG00000143373,,,,,,,,,,,
RFX5,ENSG00000143390,,,,,,,,,,,
SELENBP1,ENSG00000143416,,,,,,,,,,,
S100A6,ENSG00000197956,,,,,,,,,,,
S100A4,ENSG00000196154,,,,,,,,,,,
NPR1,ENSG00000169418,,,,,,,,,,,
CREB3L4,ENSG00000143578,,,,,,,,,,,
CHRNB2,ENSG00000160716,,,,,,,,,,,
SHC1,ENSG00000160691,,,,,,,,,,,
TRIM46,ENSG00000163462,,,,,,,,,,,
MUC1,ENSG00000185499,,,,,,,,,,,
FAM189B,ENSG00000160767,,,,,,,,,,,
PKLR,ENSG00000143627,,,,,,,,,,,
SYT11,ENSG00000132718,,,,,,,,,,,
MEX3A,ENSG00000254726,,,,,,,,,,,
SEMA4A,ENSG00000196189,,,,,,,,,,,
PAQR6,ENSG00000160781,,,,,,,,,,,
BCAN,ENSG00000132692,,,,,,,,,,,
NES,ENSG00000132688,,,,,,,,,,,
CRABP2,ENSG00000143320,,,,,,,,,,,
RRNAD1,ENSG00000143303,,,,,,,,,,,
FCRL5,ENSG00000143297,,,,,,,,,,,
CADM3,ENSG00000162706,,,,,,,,,,,
ACKR1,ENSG00000213088,,,,,,,,,,,
IGSF9,ENSG00000085552,,,,,,,,,,,
KCNJ10,ENSG00000177807,,,,,,,,,,,
IGSF8,ENSG00000162729,,,,,,,,,,,
ATP1A2,ENSG00000018625,,,,,,,,,,,
DCAF8,ENSG00000132716,,,,,,,,,,,
NHLH1,ENSG00000171786,,,,,,,,,,,
VANGL2,ENSG00000162738,,,,,,,,,,,
PPOX,ENSG00000143224,,,,,,,,,,,
ADAMTS4,ENSG00000158859,,,,,,,,,,,
MPZ,ENSG00000158887,,,,,,,,,,,
OLFML2B,ENSG00000162745,,,,,,,,,,,
C1orf226,ENSG00000239887,,,,,,,,,,,
RGS5,ENSG00000143248,,,,,,,,,,,
ALDH9A1,ENSG00000143149,,,,,,,,,,,
UCK2,ENSG00000143179,,,,,,,,,,,
CREG1,ENSG00000143162,,,,,,,,,,,
GPR161,ENSG00000143147,,,,,,,,,,,
GORAB,ENSG00000120370,,,,,,,,,,,
FMO4,ENSG00000076258,,,,,,,,,,,
TNFSF4,ENSG00000117586,,,,,,,,,,,
RABGAP1L,ENSG00000152061,,,,,,,,,,,
RASAL2,ENSG00000075391,,,,,,,,,,,
LHX4,ENSG00000121454,,,,,,,,,,,
XPR1,ENSG00000143324,,,,,,,,,,,
STX6,ENSG00000135823,,,,,,,,,,,
RGS16,ENSG00000143333,,,,,,,,,,,
NMNAT2,ENSG00000157064,,,,,,,,,,,
C1orf21,ENSG00000116667,,,,,,,,,,,
NIBAN1,ENSG00000135842,,,,,,,,,,,
IVNS1ABP,ENSG00000116679,,,,,,,,,,,
GLRX2,ENSG00000023572,,,,,,,,,,,
CDC73,ENSG00000134371,,,,,,,,,,,
KCNT2,ENSG00000162687,,,,,,,,,,,
KIF21B,ENSG00000116852,,,,,,,,,,,
TNNT2,ENSG00000118194,,,,,,,,,,,
SHISA4,ENSG00000198892,,,,,,,,,,,
LMOD1,ENSG00000163431,,,,,,,,,,,
PPFIA4,ENSG00000143847,,,,,,,,,,,
GOLT1A,ENSG00000174567,,,,,,,,,,,
PLEKHA6,ENSG00000143850,,,,,,,,,,,
NFASC,ENSG00000163531,,,,,,,,,,,
TMCC2,ENSG00000133069,,,,,,,,,,,
KLHDC8A,ENSG00000162873,,,,,,,,,,,
CDK18,ENSG00000117266,,,,,,,,,,,
SLC45A3,ENSG00000158715,,,,,,,,,,,
NUCKS1,ENSG00000069275,,,,,,,,,,,
IKBKE,ENSG00000263528,,,,,,,,,,,
DYRK3,ENSG00000143479,,,,,,,,,,,
C1orf116,ENSG00000182795,,,,,,,,,,,
CR2,ENSG00000117322,,,,,,,,,,,
G0S2,ENSG00000123689,,,,,,,,,,,
TRAF5,ENSG00000082512,,,,,,,,,,,
VASH2,ENSG00000143494,,,,,,,,,,,
2-Mar,ENSG00000117791,,,,,,,,,,,
ENAH,ENSG00000154380,,,,,,,,,,,
EPHX1,ENSG00000143819,,,,,,,,,,,
OBSCN,ENSG00000154358,,,,,,,,,,,
PGBD5,ENSG00000177614,,,,,,,,,,,
C1orf198,ENSG00000119280,,,,,,,,,,,
GNPAT,ENSG00000116906,,,,,,,,,,,
MAP10,ENSG00000212916,,,,,,,,,,,
PCNX2,ENSG00000135749,,,,,,,,,,,
MAP3K21,ENSG00000143674,,,,,,,,,,,
KCNK1,ENSG00000135750,,,,,,,,,,,
GNG4,ENSG00000168243,,,,,,,,,,,
ERO1B,ENSG00000086619,,,,,,,,,,,
AKT3,ENSG00000117020,,,,,,,,,,,
FAM110C,ENSG00000184731,,,,,,,,,,,
SH3YL1,ENSG00000035115,,,,,,,,,,,
ALKAL2,ENSG00000189292,,,,,,,,,,,
TMEM18,ENSG00000151353,,,,,,,,,,,
SNTG2,ENSG00000172554,,,,,,,,,,,
PXDN,ENSG00000130508,,,,,,,,,,,
SOX11,ENSG00000176887,,,,,,,,,,,
RNF144A,ENSG00000151692,,,,,,,,,,,
ID2,ENSG00000115738,,,,,,,,,,,
MBOAT2,ENSG00000143797,,,,,,,,,,,
TRIB2,ENSG00000071575,,,,,,,,,,,
LRATD1,ENSG00000162981,,,,,,,,,,,
VSNL1,ENSG00000163032,,,,,,,,,,,
TTC32,ENSG00000183891,,,,,,,,,,,
WDR35,ENSG00000118965,,,,,,,,,,,
FKBP1B,ENSG00000119782,,,,,,,,,,,
KIF3C,ENSG00000084731,,,,,,,,,,,
GAREM2,ENSG00000157833,,,,,,,,,,,
DPYSL5,ENSG00000157851,,,,,,,,,,,
MAPRE3,ENSG00000084764,,,,,,,,,,,
AGBL5,ENSG00000084693,,,,,,,,,,,
EMILIN1,ENSG00000138080,,,,,,,,,,,
SLC30A3,ENSG00000115194,,,,,,,,,,,
TRIM54,ENSG00000138100,,,,,,,,,,,
ZNF512,ENSG00000243943,,,,,,,,,,,
EIF2AK2,ENSG00000055332,,,,,,,,,,,
CDC42EP3,ENSG00000163171,,,,,,,,,,,
TMEM178A,ENSG00000152154,,,,,,,,,,,
PKDCC,ENSG00000162878,,,,,,,,,,,
EML4,ENSG00000143924,,,,,,,,,,,
MTA3,ENSG00000057935,,,,,,,,,,,
RHOQ,ENSG00000119729,,,,,,,,,,,
KCNK12,ENSG00000184261,,,,,,,,,,,
CCDC88A,ENSG00000115355,,,,,,,,,,,
EFEMP1,ENSG00000115380,,,,,,,,,,,
FANCL,ENSG00000115392,,,,,,,,,,,
OTX1,ENSG00000115507,,,,,,,,,,,
PELI1,ENSG00000197329,,,,,,,,,,,
LGALSL,ENSG00000119862,,,,,,,,,,,
CEP68,ENSG00000011523,,,,,,,,,,,
ETAA1,ENSG00000143971,,,,,,,,,,,
PROKR1,ENSG00000169618,,,,,,,,,,,
ANTXR1,ENSG00000169604,,,,,,,,,,,
ADD2,ENSG00000075340,,,,,,,,,,,
PAIP2B,ENSG00000124374,,,,,,,,,,,
EMX1,ENSG00000135638,,,,,,,,,,,
FBXO41,ENSG00000163013,,,,,,,,,,,
WDR54,ENSG00000005448,,,,,,,,,,,
LOXL3,ENSG00000115318,,,,,,,,,,,
DOK1,ENSG00000115325,,,,,,,,,,,
SEMA4F,ENSG00000135622,,,,,,,,,,,
TCF7L1,ENSG00000152284,,,,,,,,,,,
KRCC1,ENSG00000172086,,,,,,,,,,,
ADRA2B,ENSG00000274286,,,,,,,,,,,
DUSP2,ENSG00000158050,,,,,,,,,,,
ITPRIPL1,ENSG00000198885,,,,,,,,,,,
ANKRD23,ENSG00000163126,,,,,,,,,,,
FAHD2B,ENSG00000144199,,,,,,,,,,,
CHST10,ENSG00000115526,,,,,,,,,,,
MAP4K4,ENSG00000071054,,,,,,,,,,,
FHL2,ENSG00000115641,,,,,,,,,,,
ST6GAL2,ENSG00000144057,,,,,,,,,,,
SULT1C2,ENSG00000198203,,,,,,,,,,,
SULT1C4,ENSG00000198075,,,,,,,,,,,
ZC3H6,ENSG00000188177,,,,,,,,,,,
IL1A,ENSG00000115008,,,,,,,,,,,
DBI,ENSG00000155368,,,,,,,,,,,
PTPN4,ENSG00000088179,,,,,,,,,,,
GLI2,ENSG00000074047,,,,,,,,,,,
GYPC,ENSG00000136732,,,,,,,,,,,
SFT2D3,ENSG00000173349,,,,,,,,,,,
PTPN18,ENSG00000072135,,,,,,,,,,,
CCDC74A,ENSG00000163040,,,,,,,,,,,
ACVR2A,ENSG00000121989,,,,,,,,,,,
KIF5C,ENSG00000168280,,,,,,,,,,,
LYPD6,ENSG00000187123,,,,,,,,,,,
RND3,ENSG00000115963,,,,,,,,,,,
PKP4,ENSG00000144283,,,,,,,,,,,
BAZ2B,ENSG00000123636,,,,,,,,,,,
GCA,ENSG00000115271,,,,,,,,,,,
GRB14,ENSG00000115290,,,,,,,,,,,
B3GALT1,ENSG00000172318,,,,,,,,,,,
CERS6,ENSG00000172292,,,,,,,,,,,
KLHL23,ENSG00000213160,,,,,,,,,,,
ERICH2,ENSG00000204334,,,,,,,,,,,
CYBRD1,ENSG00000071967,,,,,,,,,,,
PDK1,ENSG00000152256,,,,,,,,,,,
MAP3K20,ENSG00000091436,,,,,,,,,,,
CDCA7,ENSG00000144354,,,,,,,,,,,
CHN1,ENSG00000128656,,,,,,,,,,,
PJVK,ENSG00000204311,,,,,,,,,,,
FKBP7,ENSG00000079150,,,,,,,,,,,
UBE2E3,ENSG00000170035,,,,,,,,,,,
FSIP2,ENSG00000188738,,,,,,,,,,,
FAM171B,ENSG00000144369,,,,,,,,,,,
CALCRL,ENSG00000064989,,,,,,,,,,,
GULP1,ENSG00000144366,,,,,,,,,,,
COL5A2,ENSG00000204262,,,,,,,,,,,
CCDC150,ENSG00000144395,,,,,,,,,,,
PGAP1,ENSG00000197121,,,,,,,,,,,
MOB4,ENSG00000115540,,,,,,,,,,,
SPATS2L,ENSG00000196141,,,,,,,,,,,
FZD7,ENSG00000155760,,,,,,,,,,,
CARF,ENSG00000138380,,,,,,,,,,,
ABI2,ENSG00000138443,,,,,,,,,,,
ADAM23,ENSG00000114948,,,,,,,,,,,
LANCL1,ENSG00000115365,,,,,,,,,,,
PECR,ENSG00000115425,,,,,,,,,,,
TMEM169,ENSG00000163449,,,,,,,,,,,
IGFBP2,ENSG00000115457,,,,,,,,,,,
IGFBP5,ENSG00000115461,,,,,,,,,,,
CXCR2,ENSG00000180871,,,,,,,,,,,
CYP27A1,ENSG00000135929,,,,,,,,,,,
TUBA4A,ENSG00000127824,,,,,,,,,,,
PTPRN,ENSG00000054356,,,,,,,,,,,
DES,ENSG00000175084,,,,,,,,,,,
SPEG,ENSG00000072195,,,,,,,,,,,
TMEM198,ENSG00000188760,,,,,,,,,,,
OBSL1,ENSG00000124006,,,,,,,,,,,
SCG2,ENSG00000171951,,,,,,,,,,,
SERPINE2,ENSG00000135919,,,,,,,,,,,
FAM124B,ENSG00000124019,,,,,,,,,,,
PDE6D,ENSG00000156973,,,,,,,,,,,
ECEL1,ENSG00000171551,,,,,,,,,,,
TIGD1,ENSG00000221944,,,,,,,,,,,
DGKD,ENSG00000077044,,,,,,,,,,,
ARL4C,ENSG00000188042,,,,,,,,,,,
MLPH,ENSG00000115648,,,,,,,,,,,
RAB17,ENSG00000124839,,,,,,,,,,,
ERFE,ENSG00000178752,,,,,,,,,,,
HES6,ENSG00000144485,,,,,,,,,,,
CAPN10,ENSG00000142330,,,,,,,,,,,
KIF1A,ENSG00000130294,,,,,,,,,,,
BOK,ENSG00000176720,,,,,,,,,,,
D2HGDH,ENSG00000180902,,,,,,,,,,,
LRRN1,ENSG00000175928,,,,,,,,,,,
LMCD1,ENSG00000071282,,,,,,,,,,,
LHFPL4,ENSG00000156959,,,,,,,,,,,
CPNE9,ENSG00000144550,,,,,,,,,,,
OGG1,ENSG00000114026,,,,,,,,,,,
IL17RE,ENSG00000163701,,,,,,,,,,,
IL17RC,ENSG00000163702,,,,,,,,,,,
PRRT3,ENSG00000163704,,,,,,,,,,,
HDAC11,ENSG00000163517,,,,,,,,,,,
GRIP2,ENSG00000144596,,,,,,,,,,,
FGD5,ENSG00000154783,,,,,,,,,,,
BTD,ENSG00000169814,,,,,,,,,,,
DAZL,ENSG00000092345,,,,,,,,,,,
PLCL2,ENSG00000154822,,,,,,,,,,,
TRANK1,ENSG00000168016,,,,,,,,,,,
VILL,ENSG00000136059,,,,,,,,,,,
PLCD1,ENSG00000187091,,,,,,,,,,,
SCN5A,ENSG00000183873,,,,,,,,,,,
ZNF621,ENSG00000172888,,,,,,,,,,,
VIPR1,ENSG00000114812,,,,,,,,,,,
SEC22C,ENSG00000093183,,,,,,,,,,,
SS18L2,ENSG00000008324,,,,,,,,,,,
ZBTB47,ENSG00000114853,,,,,,,,,,,
HHATL,ENSG00000010282,,,,,,,,,,,
ZKSCAN7,ENSG00000196345,,,,,,,,,,,
TMEM158,ENSG00000249992,,,,,,,,,,,
LZTFL1,ENSG00000163818,,,,,,,,,,,
LRRC2,ENSG00000163827,,,,,,,,,,,
NA,ENSG00000283877,,,,,,,,,,,
ALS2CL,ENSG00000178038,,,,,,,,,,,
NA,ENSG00000206549,,,,,,,,,,,
PLXNB1,ENSG00000164050,,,,,,,,,,,
COL7A1,ENSG00000114270,,,,,,,,,,,
P4HTM,ENSG00000178467,,,,,,,,,,,
CDHR4,ENSG00000187492,,,,,,,,,,,
INKA1,ENSG00000185614,,,,,,,,,,,
CAMKV,ENSG00000164076,,,,,,,,,,,
SEMA3F,ENSG00000001617,,,,,,,,,,,
SEMA3B,ENSG00000012171,,,,,,,,,,,
PCBP4,ENSG00000090097,,,,,,,,,,,
POC1A,ENSG00000164087,,,,,,,,,,,
PPM1M,ENSG00000164088,,,,,,,,,,,
SEMA3G,ENSG00000010319,,,,,,,,,,,
NT5DC2,ENSG00000168268,,,,,,,,,,,
CHDH,ENSG00000016391,,,,,,,,,,,
IL17RB,ENSG00000056736,,,,,,,,,,,
PTPRG,ENSG00000144724,,,,,,,,,,,
MAGI1,ENSG00000151276,,,,,,,,,,,
LRIG1,ENSG00000144749,,,,,,,,,,,
SUCLG2,ENSG00000172340,,,,,,,,,,,
ARL6IP5,ENSG00000144746,,,,,,,,,,,
VGLL3,ENSG00000206538,,,,,,,,,,,
HTR1F,ENSG00000179097,,,,,,,,,,,
ARL6,ENSG00000113966,,,,,,,,,,,
CRYBG3,ENSG00000080200,,,,,,,,,,,
ST3GAL6,ENSG00000064225,,,,,,,,,,,
DCBLD2,ENSG00000057019,,,,,,,,,,,
LNP1,ENSG00000206535,,,,,,,,,,,
TMEM45A,ENSG00000181458,,,,,,,,,,,
NXPE3,ENSG00000144815,,,,,,,,,,,
NFKBIZ,ENSG00000144802,,,,,,,,,,,
ALCAM,ENSG00000170017,,,,,,,,,,,
DZIP3,ENSG00000198919,,,,,,,,,,,
NECTIN3,ENSG00000177707,,,,,,,,,,,
TAGLN3,ENSG00000144834,,,,,,,,,,,
BOC,ENSG00000144857,,,,,,,,,,,
GAP43,ENSG00000172020,,,,,,,,,,,
FSTL1,ENSG00000163430,,,,,,,,,,,
RABL3,ENSG00000144840,,,,,,,,,,,
ILDR1,ENSG00000145103,,,,,,,,,,,
PARP9,ENSG00000138496,,,,,,,,,,,
DTX3L,ENSG00000163840,,,,,,,,,,,
PARP14,ENSG00000173193,,,,,,,,,,,
SEMA5B,ENSG00000082684,,,,,,,,,,,
ADCY5,ENSG00000173175,,,,,,,,,,,
SLC12A8,ENSG00000221955,,,,,,,,,,,
KLF15,ENSG00000163884,,,,,,,,,,,
PODXL2,ENSG00000114631,,,,,,,,,,,
ABTB1,ENSG00000114626,,,,,,,,,,,
RAB6B,ENSG00000154917,,,,,,,,,,,
SLC35G2,ENSG00000168917,,,,,,,,,,,
CEP70,ENSG00000114107,,,,,,,,,,,
FOXL2NB,ENSG00000206262,,,,,,,,,,,
RBP1,ENSG00000114115,,,,,,,,,,,
PXYLP1,ENSG00000155893,,,,,,,,,,,
TFDP2,ENSG00000114126,,,,,,,,,,,
ATR,ENSG00000175054,,,,,,,,,,,
PLS1,ENSG00000120756,,,,,,,,,,,
TRPC1,ENSG00000144935,,,,,,,,,,,
PAQR9,ENSG00000188582,,,,,,,,,,,
HPS3,ENSG00000163755,,,,,,,,,,,
TM4SF18,ENSG00000163762,,,,,,,,,,,
RNF13,ENSG00000082996,,,,,,,,,,,
PFN2,ENSG00000070087,,,,,,,,,,,
SIAH2,ENSG00000181788,,,,,,,,,,,
IGSF10,ENSG00000152580,,,,,,,,,,,
P2RY1,ENSG00000169860,,,,,,,,,,,
MME,ENSG00000196549,,,,,,,,,,,
PLCH1,ENSG00000114805,,,,,,,,,,,
PTX3,ENSG00000163661,,,,,,,,,,,
MLF1,ENSG00000178053,,,,,,,,,,,
B3GALNT1,ENSG00000169255,,,,,,,,,,,
SPTSSB,ENSG00000196542,,,,,,,,,,,
SLITRK3,ENSG00000121871,,,,,,,,,,,
SERPINI1,ENSG00000163536,,,,,,,,,,,
ACTRT3,ENSG00000184378,,,,,,,,,,,
TNIK,ENSG00000154310,,,,,,,,,,,
GNB4,ENSG00000114450,,,,,,,,,,,
SOX2,ENSG00000181449,,,,,,,,,,,
MCCC1,ENSG00000078070,,,,,,,,,,,
MCF2L2,ENSG00000053524,,,,,,,,,,,
CAMK2N2,ENSG00000163888,,,,,,,,,,,
CLCN2,ENSG00000114859,,,,,,,,,,,
THPO,ENSG00000090534,,,,,,,,,,,
ETV5,ENSG00000244405,,,,,,,,,,,
RPL39L,ENSG00000163923,,,,,,,,,,,
BCL6,ENSG00000113916,,,,,,,,,,,
P3H2,ENSG00000090530,,,,,,,,,,,
CLDN1,ENSG00000163347,,,,,,,,,,,
MB21D2,ENSG00000180611,,,,,,,,,,,
PLAAT1,ENSG00000127252,,,,,,,,,,,
HES1,ENSG00000114315,,,,,,,,,,,
ZDHHC19,ENSG00000163958,,,,,,,,,,,
SLC51A,ENSG00000163959,,,,,,,,,,,
UBXN7,ENSG00000163960,,,,,,,,,,,
BDH1,ENSG00000161267,,,,,,,,,,,
LRCH3,ENSG00000186001,,,,,,,,,,,
UVSSA,ENSG00000163945,,,,,,,,,,,
NSD2,ENSG00000109685,,,,,,,,,,,
NAT8L,ENSG00000185818,,,,,,,,,,,
MXD4,ENSG00000123933,,,,,,,,,,,
MFSD10,ENSG00000109736,,,,,,,,,,,
NSG1,ENSG00000168824,,,,,,,,,,,
CYTL1,ENSG00000170891,,,,,,,,,,,
CRMP1,ENSG00000072832,,,,,,,,,,,
RAB28,ENSG00000157869,,,,,,,,,,,
LDB2,ENSG00000169744,,,,,,,,,,,
LCORL,ENSG00000178177,,,,,,,,,,,
SOD3,ENSG00000109610,,,,,,,,,,,
SEL1L3,ENSG00000091490,,,,,,,,,,,
SMIM20,ENSG00000250317,,,,,,,,,,,
FAM114A1,ENSG00000197712,,,,,,,,,,,
KLHL5,ENSG00000109790,,,,,,,,,,,
WDR19,ENSG00000157796,,,,,,,,,,,
SMIM14,ENSG00000163683,,,,,,,,,,,
CHRNA9,ENSG00000174343,,,,,,,,,,,
NSUN7,ENSG00000179299,,,,,,,,,,,
APBB2,ENSG00000163697,,,,,,,,,,,
UCHL1,ENSG00000154277,,,,,,,,,,,
SHISA3,ENSG00000178343,,,,,,,,,,,
ATP8A1,ENSG00000124406,,,,,,,,,,,
GNPDA2,ENSG00000163281,,,,,,,,,,,
OCIAD2,ENSG00000145247,,,,,,,,,,,
SGCB,ENSG00000163069,,,,,,,,,,,
USP46,ENSG00000109189,,,,,,,,,,,
ERVMER34-1,ENSG00000226887,,,,,,,,,,,
RASL11B,ENSG00000128045,,,,,,,,,,,
KDR,ENSG00000128052,,,,,,,,,,,
CXCL6,ENSG00000124875,,,,,,,,,,,
PF4V1,ENSG00000109272,,,,,,,,,,,
